job_id,job_title,company,location,experience,salary_inr,employment_type,skills,salary_lpa
JOB00610,Full Stack Developer,TechNova,Delhi NCR,3-5 years,1200303,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Docker; Statistics,12.00303
JOB00611,Data Analyst,VisionWorks,Mumbai,1-3 years,804229,Contract,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization,8.04229
JOB00612,Full Stack Developer,CloudPeak,Remote,3-5 years,1610050,Full-time,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; PyTorch,16.1005
JOB00613,Cloud Engineer,InnoByte,Chennai,1-3 years,1300995,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; HTML; Pandas,13.00995
JOB00614,Full Stack Developer,DataBridge,Mumbai,3-5 years,384734,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API,3.84734
JOB00615,Data Scientist,VisionWorks,Mumbai,3-5 years,722081,Full-time,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; DSA,7.22081
JOB00616,Cloud Engineer,VisionWorks,Delhi NCR,0-1 years,545433,Internship,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform,5.45433
JOB00617,Cloud Engineer,CodeCraft,Mumbai,1-3 years,1975021,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform,19.75021
JOB00618,Software Developer,InnoByte,Pune,0-1 years,1085089,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Machine Learning; Scikit-learn; Power BI,10.85089
JOB00619,Data Scientist,CodeCraft,Hyderabad,0-1 years,944053,Full-time,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; CSS,9.44053
JOB00620,AI/ML Engineer,InnoByte,Mumbai,0-1 years,1562126,Contract,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git,15.62126
JOB00621,AI/ML Engineer,Aster Labs,Bengaluru,0-1 years,1207410,Contract,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Networking,12.0741
JOB00622,AI/ML Engineer,Aster Labs,Mumbai,1-3 years,1534199,Internship,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; JavaScript; REST API,15.34199
JOB00623,Data Scientist,VisionWorks,Chennai,1-3 years,1507847,Internship,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Node.js,15.07847
JOB00624,Cloud Engineer,CodeCraft,Delhi NCR,0-1 years,1973603,Internship,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; Node.js; NumPy; Power BI,19.73603
JOB00625,Software Developer,CloudPeak,Bengaluru,0-1 years,1992299,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; React,19.92299
JOB00626,Data Scientist,CodeCraft,Delhi NCR,0-1 years,687092,Full-time,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Terraform; Azure,6.87092
JOB00627,Full Stack Developer,DataBridge,Hyderabad,0-1 years,901743,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; PyTorch; DSA; Statistics,9.01743
JOB00628,Software Developer,TechNova,Remote,0-1 years,1842345,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Power BI; Statistics; Node.js,18.42345
JOB00629,Data Scientist,TechNova,Remote,3-5 years,758413,Internship,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; AWS; Docker; HTML,7.58413
JOB00630,Cloud Engineer,TechNova,Hyderabad,0-1 years,1763531,Internship,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; HTML,17.63531
JOB00631,Software Developer,CodeCraft,Hyderabad,3-5 years,928681,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Data Visualization,9.28681
JOB00632,Data Scientist,InnoByte,Bengaluru,3-5 years,382225,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; React,3.82225
JOB00633,AI/ML Engineer,DataBridge,Pune,1-3 years,824576,Internship,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Node.js; JavaScript,8.24576
JOB00634,Software Developer,InnoByte,Mumbai,0-1 years,1411658,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Excel; PyTorch,14.11658
JOB00635,Data Analyst,NextGen Systems,Delhi NCR,1-3 years,890422,Contract,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; DSA; React,8.90422
JOB00636,Cloud Engineer,VisionWorks,Mumbai,0-1 years,1779407,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; Machine Learning; Pandas; React,17.79407
JOB00637,Software Developer,DataBridge,Delhi NCR,3-5 years,1678885,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Data Visualization; Power BI,16.78885
JOB00638,Data Analyst,NextGen Systems,Chennai,1-3 years,1819723,Full-time,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Networking; React; AWS,18.19723
JOB00639,Data Scientist,Aster Labs,Hyderabad,0-1 years,1349409,Internship,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; CSS; Deep Learning,13.49409
JOB00640,Data Analyst,DataBridge,Chennai,3-5 years,1396477,Full-time,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Git,13.96477
JOB00641,Data Analyst,DataBridge,Remote,3-5 years,775232,Contract,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; HTML,7.75232
JOB00642,Full Stack Developer,InnoByte,Delhi NCR,3-5 years,601403,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API,6.01403
JOB00643,Cloud Engineer,TechNova,Remote,1-3 years,1952736,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform,19.52736
JOB00644,Cloud Engineer,CloudPeak,Remote,3-5 years,1379293,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; SQL; Node.js,13.79293
JOB00645,Data Scientist,CodeCraft,Pune,3-5 years,463556,Full-time,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Data Visualization,4.63556
JOB00646,Cloud Engineer,InnoByte,Delhi NCR,3-5 years,1308809,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; PyTorch; HTML,13.08809
JOB00647,Data Analyst,DataBridge,Pune,3-5 years,374788,Full-time,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization,3.74788
JOB00648,Data Analyst,NextGen Systems,Chennai,1-3 years,1500420,Contract,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; JavaScript; Docker,15.0042
JOB00649,Cloud Engineer,CodeCraft,Chennai,1-3 years,1395996,Internship,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; Power BI; HTML,13.95996
JOB00650,Data Analyst,CloudPeak,Mumbai,0-1 years,1295247,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Node.js; JavaScript,12.95247
JOB00651,AI/ML Engineer,NextGen Systems,Remote,0-1 years,1861659,Internship,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; DSA,18.61659
JOB00652,Data Scientist,TechNova,Chennai,1-3 years,1341925,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Docker; Data Visualization; React,13.41925
JOB00653,Full Stack Developer,TechNova,Pune,0-1 years,876330,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Scikit-learn; Networking,8.7633
JOB00654,Full Stack Developer,NextGen Systems,Pune,3-5 years,801867,Full-time,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API,8.01867
JOB00655,Data Scientist,NextGen Systems,Hyderabad,0-1 years,1105617,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Git; Linux,11.05617
JOB00656,Software Developer,NextGen Systems,Hyderabad,1-3 years,1986426,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Linux; Excel,19.86426
JOB00657,Cloud Engineer,NextGen Systems,Pune,3-5 years,1636946,Full-time,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; React; Data Visualization; PyTorch,16.36946
JOB00658,Full Stack Developer,InnoByte,Bengaluru,0-1 years,2130273,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; PyTorch; Power BI,21.30273
JOB00659,Full Stack Developer,NextGen Systems,Mumbai,3-5 years,1839887,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; NumPy; Networking,18.39887
JOB00660,Data Analyst,CloudPeak,Chennai,0-1 years,1218197,Full-time,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Networking; React; PyTorch,12.18197
JOB00661,AI/ML Engineer,InnoByte,Chennai,0-1 years,1910019,Contract,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; JavaScript,19.10019
JOB00662,Software Developer,VisionWorks,Mumbai,0-1 years,483782,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA,4.83782
JOB00663,Data Scientist,NextGen Systems,Mumbai,0-1 years,567953,Full-time,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI,5.67953
JOB00664,AI/ML Engineer,NextGen Systems,Pune,3-5 years,1896845,Full-time,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Linux; HTML; Statistics,18.96845
JOB00665,Full Stack Developer,Aster Labs,Remote,1-3 years,423725,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; AWS,4.23725
JOB00666,Data Scientist,CloudPeak,Mumbai,3-5 years,633356,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Terraform; PyTorch,6.33356
JOB00667,AI/ML Engineer,DataBridge,Remote,0-1 years,1360096,Contract,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Statistics; Linux; Node.js,13.60096
JOB00668,Data Analyst,NextGen Systems,Bengaluru,0-1 years,676563,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; NumPy; JavaScript,6.76563
JOB00669,Full Stack Developer,TechNova,Delhi NCR,1-3 years,1472183,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Networking; Scikit-learn,14.72183
JOB00670,Data Analyst,CodeCraft,Remote,1-3 years,1956144,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization,19.56144
JOB00671,Full Stack Developer,Aster Labs,Chennai,1-3 years,1499684,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API,14.99684
JOB00672,Data Scientist,CodeCraft,Chennai,1-3 years,2087337,Full-time,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Excel; Deep Learning; Networking,20.87337
JOB00673,Data Scientist,NextGen Systems,Hyderabad,3-5 years,1953353,Internship,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; React,19.53353
JOB00674,Cloud Engineer,InnoByte,Chennai,0-1 years,2139881,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; REST API; JavaScript,21.39881
JOB00675,Software Developer,Aster Labs,Bengaluru,0-1 years,743823,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; React; Networking; Scikit-learn,7.43823
JOB00676,Cloud Engineer,InnoByte,Hyderabad,1-3 years,739939,Full-time,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform,7.39939
JOB00677,AI/ML Engineer,TechNova,Pune,0-1 years,666006,Contract,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; AWS; HTML; CSS,6.66006
JOB00678,Data Scientist,TechNova,Hyderabad,0-1 years,1322416,Full-time,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; REST API; Linux,13.22416
JOB00679,Software Developer,VisionWorks,Chennai,0-1 years,1489156,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Power BI; Data Visualization,14.89156
JOB00680,Data Scientist,DataBridge,Pune,1-3 years,605771,Full-time,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI,6.05771
JOB00681,AI/ML Engineer,VisionWorks,Delhi NCR,0-1 years,767710,Internship,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git,7.6771
JOB00682,AI/ML Engineer,NextGen Systems,Hyderabad,0-1 years,1166049,Internship,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Scikit-learn,11.66049
JOB00683,AI/ML Engineer,InnoByte,Hyderabad,1-3 years,1911800,Internship,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git,19.118
JOB00684,Data Analyst,DataBridge,Bengaluru,0-1 years,459235,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Networking,4.59235
JOB00685,Data Scientist,NextGen Systems,Mumbai,0-1 years,2015957,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; AWS; Deep Learning,20.15957
JOB00686,Full Stack Developer,VisionWorks,Delhi NCR,3-5 years,438066,Full-time,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API,4.38066
JOB00687,Data Analyst,CloudPeak,Pune,0-1 years,871608,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization,8.71608
JOB00688,Cloud Engineer,CloudPeak,Delhi NCR,3-5 years,1095574,Full-time,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; DSA; Statistics,10.95574
JOB00689,Full Stack Developer,VisionWorks,Delhi NCR,0-1 years,2039309,Full-time,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Linux; NumPy; Pandas,20.39309
JOB00690,AI/ML Engineer,VisionWorks,Delhi NCR,1-3 years,432813,Internship,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Node.js; Data Visualization; JavaScript,4.32813
JOB00691,Data Analyst,VisionWorks,Hyderabad,3-5 years,1028807,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Git; Docker; Networking,10.28807
JOB00692,Full Stack Developer,CloudPeak,Pune,1-3 years,1463875,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API,14.63875
JOB00693,Cloud Engineer,CodeCraft,Delhi NCR,0-1 years,1977217,Full-time,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; React; CSS,19.77217
JOB00694,Cloud Engineer,InnoByte,Delhi NCR,3-5 years,1862054,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; Machine Learning; Pandas,18.62054
JOB00695,Full Stack Developer,CodeCraft,Delhi NCR,1-3 years,1026541,Full-time,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Terraform; Deep Learning; Networking,10.26541
JOB00696,Software Developer,CloudPeak,Chennai,0-1 years,441807,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA,4.41807
JOB00697,Software Developer,CodeCraft,Delhi NCR,1-3 years,1547499,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Linux; Deep Learning; Azure,15.47499
JOB00698,Cloud Engineer,InnoByte,Bengaluru,0-1 years,812889,Internship,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; DSA; Power BI,8.12889
JOB00699,Data Scientist,TechNova,Hyderabad,3-5 years,1331591,Internship,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI,13.31591
JOB00700,Data Scientist,TechNova,Delhi NCR,0-1 years,1459437,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Azure; Git,14.59437
JOB00701,Software Developer,InnoByte,Delhi NCR,0-1 years,553673,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Statistics,5.53673
JOB00702,Data Scientist,DataBridge,Mumbai,3-5 years,1453504,Full-time,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Docker,14.53504
JOB00703,Cloud Engineer,CodeCraft,Bengaluru,0-1 years,1823355,Full-time,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; Deep Learning; Power BI; React,18.23355
JOB00704,Cloud Engineer,VisionWorks,Hyderabad,1-3 years,1469670,Internship,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; Scikit-learn; Pandas; HTML,14.6967
JOB00705,Data Analyst,Aster Labs,Mumbai,0-1 years,2082572,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; NumPy; Terraform,20.82572
JOB00706,Cloud Engineer,NextGen Systems,Hyderabad,1-3 years,1955806,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; PyTorch,19.55806
JOB00707,Data Scientist,TechNova,Hyderabad,3-5 years,1873189,Full-time,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI,18.73189
JOB00708,Cloud Engineer,NextGen Systems,Chennai,0-1 years,363775,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; NumPy,3.63775
JOB00709,Software Developer,CloudPeak,Bengaluru,0-1 years,1516694,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Terraform; Statistics,15.16694
JOB00710,Data Analyst,Aster Labs,Mumbai,0-1 years,905720,Full-time,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Deep Learning,9.0572
JOB00711,Data Analyst,DataBridge,Delhi NCR,0-1 years,1543415,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; CSS; Node.js,15.43415
JOB00712,Data Analyst,NextGen Systems,Bengaluru,3-5 years,1598290,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Docker; REST API; DSA,15.9829
JOB00713,Data Scientist,TechNova,Remote,1-3 years,1986034,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI,19.86034
JOB00714,Data Scientist,CodeCraft,Bengaluru,1-3 years,1679357,Internship,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; DSA; Excel; AWS,16.79357
JOB00715,Software Developer,DataBridge,Chennai,0-1 years,1035415,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Terraform; Docker,10.35415
JOB00716,AI/ML Engineer,CodeCraft,Hyderabad,1-3 years,815747,Full-time,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; React; Statistics; CSS,8.15747
JOB00717,Full Stack Developer,TechNova,Mumbai,1-3 years,1548397,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; DSA; Scikit-learn,15.48397
JOB00718,Software Developer,CloudPeak,Pune,3-5 years,1948098,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Statistics; PyTorch; Docker,19.48098
JOB00719,Data Scientist,InnoByte,Hyderabad,1-3 years,858171,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Docker; React; Excel,8.58171
JOB00720,AI/ML Engineer,CodeCraft,Pune,1-3 years,585992,Contract,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git,5.85992
JOB00721,Full Stack Developer,NextGen Systems,Chennai,1-3 years,1964138,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Pandas; AWS,19.64138
JOB00722,Data Scientist,DataBridge,Chennai,3-5 years,444115,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; PyTorch,4.44115
JOB00723,Full Stack Developer,TechNova,Chennai,3-5 years,585660,Full-time,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API,5.8566
JOB00724,Data Analyst,InnoByte,Hyderabad,1-3 years,1069892,Contract,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization,10.69892
JOB00725,Software Developer,NextGen Systems,Mumbai,1-3 years,777402,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Linux; Terraform,7.77402
JOB00726,AI/ML Engineer,TechNova,Hyderabad,0-1 years,1139801,Full-time,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; AWS,11.39801
JOB00727,Data Analyst,VisionWorks,Delhi NCR,0-1 years,461327,Full-time,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; JavaScript,4.61327
JOB00728,Data Scientist,NextGen Systems,Remote,3-5 years,390010,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Linux; DSA,3.9001
JOB00729,Full Stack Developer,InnoByte,Chennai,0-1 years,1366410,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Statistics; Data Visualization; NumPy,13.6641
JOB00730,Data Scientist,DataBridge,Mumbai,1-3 years,433366,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI,4.33366
JOB00731,Data Scientist,Aster Labs,Hyderabad,3-5 years,1785104,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Deep Learning; AWS; Linux,17.85104
JOB00732,Full Stack Developer,CodeCraft,Remote,0-1 years,2192719,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Azure; Machine Learning,21.92719
JOB00733,Data Analyst,CodeCraft,Delhi NCR,0-1 years,1066777,Full-time,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Deep Learning,10.66777
JOB00734,AI/ML Engineer,CloudPeak,Pune,1-3 years,854073,Internship,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Statistics; HTML; REST API,8.54073
JOB00735,Data Analyst,CloudPeak,Mumbai,3-5 years,1718334,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Scikit-learn; Deep Learning; Git,17.18334
JOB00736,Full Stack Developer,CloudPeak,Pune,0-1 years,1793956,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Networking,17.93956
JOB00737,Cloud Engineer,InnoByte,Chennai,1-3 years,492216,Full-time,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; Pandas,4.92216
JOB00738,AI/ML Engineer,Aster Labs,Pune,1-3 years,1955233,Contract,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git,19.55233
JOB00739,Data Scientist,CloudPeak,Chennai,0-1 years,573915,Internship,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; Data Visualization; Docker,5.73915
JOB00740,Cloud Engineer,TechNova,Hyderabad,0-1 years,834258,Internship,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; Machine Learning; Statistics,8.34258
JOB00741,Data Scientist,VisionWorks,Delhi NCR,3-5 years,2124480,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; React,21.2448
JOB00742,Full Stack Developer,DataBridge,Chennai,0-1 years,693484,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Scikit-learn; Terraform; Deep Learning,6.93484
JOB00743,Software Developer,DataBridge,Remote,0-1 years,1906855,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; PyTorch; Machine Learning,19.06855
JOB00744,Full Stack Developer,CodeCraft,Pune,0-1 years,867543,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Scikit-learn; NumPy; Python,8.67543
JOB00745,AI/ML Engineer,InnoByte,Pune,1-3 years,1441880,Full-time,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Networking; Power BI; Azure,14.4188
JOB00746,Full Stack Developer,NextGen Systems,Pune,1-3 years,748145,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Azure; Power BI; Terraform,7.48145
JOB00747,Data Analyst,TechNova,Delhi NCR,3-5 years,1635835,Full-time,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Docker; NumPy; Linux,16.35835
JOB00748,Data Scientist,CloudPeak,Pune,1-3 years,727007,Contract,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI; CSS; React; DSA,7.27007
JOB00749,Data Scientist,VisionWorks,Mumbai,3-5 years,725135,Full-time,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI,7.25135
JOB00750,Data Scientist,Aster Labs,Delhi NCR,3-5 years,874460,Internship,Python; SQL; Pandas; NumPy; Statistics; Machine Learning; Scikit-learn; Power BI,8.7446
JOB00751,Full Stack Developer,InnoByte,Delhi NCR,1-3 years,541241,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API,5.41241
JOB00752,Data Analyst,CodeCraft,Delhi NCR,3-5 years,1448524,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization,14.48524
JOB00753,Full Stack Developer,CloudPeak,Hyderabad,3-5 years,1961158,Internship,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Terraform; Power BI; Azure,19.61158
JOB00754,Full Stack Developer,TechNova,Pune,1-3 years,725110,Contract,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Deep Learning,7.2511
JOB00755,AI/ML Engineer,DataBridge,Bengaluru,3-5 years,625924,Contract,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; Linux; Docker; DSA,6.25924
JOB00756,Software Developer,VisionWorks,Chennai,0-1 years,1625034,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Scikit-learn; Terraform; AWS,16.25034
JOB00757,AI/ML Engineer,TechNova,Chennai,3-5 years,516524,Contract,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git; React; REST API; Terraform,5.16524
JOB00758,Cloud Engineer,CloudPeak,Bengaluru,3-5 years,737637,Contract,Python; Linux; Git; AWS; Azure; Docker; Networking; Terraform; DSA,7.37637
JOB00759,Software Developer,NextGen Systems,Hyderabad,0-1 years,1748793,Full-time,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Azure,17.48793
JOB00760,Software Developer,CloudPeak,Pune,3-5 years,1631548,Internship,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Excel; Terraform; Node.js,16.31548
JOB00761,Data Analyst,NextGen Systems,Hyderabad,1-3 years,545299,Contract,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization,5.45299
JOB00762,Software Developer,CloudPeak,Bengaluru,3-5 years,1337374,Contract,Python; SQL; Git; REST API; HTML; CSS; JavaScript; DSA; Terraform; Data Visualization; Node.js,13.37374
JOB00763,Data Analyst,TechNova,Bengaluru,3-5 years,1633569,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; React; Git; Scikit-learn,16.33569
JOB00764,AI/ML Engineer,NextGen Systems,Pune,3-5 years,1364314,Contract,Python; SQL; Pandas; NumPy; Machine Learning; Deep Learning; PyTorch; Git,13.64314
JOB00765,Data Analyst,VisionWorks,Pune,0-1 years,1439902,Internship,Python; SQL; Excel; Power BI; Pandas; Statistics; Data Visualization; Deep Learning; REST API,14.39902
JOB00766,Full Stack Developer,TechNova,Pune,3-5 years,597898,Full-time,HTML; CSS; JavaScript; React; Node.js; SQL; Git; REST API; Excel; AWS,5.97898
